date,region,product,units_sold,revenue,cost,lead_time_days
2024-06-02,North America,ClearWave SE,110,5504.25,2980.38,6
2024-06-02,Europe,AuraSound Pro,107,9470.59,4667.5,6
2024-06-02,Europe,BassLink Ultra,76,5365.94,2869.33,9
2024-06-02,Europe,ClearWave SE,61,2919.64,1609.14,5
2024-06-02,Asia Pacific,AuraSound Pro,116,10561.7,4890.05,7
2024-06-02,Asia Pacific,BassLink Ultra,64,4572.83,2156.02,9
2024-06-02,Asia Pacific,ClearWave SE,53,2627.86,1447.79,5
2024-06-02,Latin America,AuraSound Pro,56,4802.17,2206.4,6
2024-06-02,Latin America,BassLink Ultra,42,3047.45,1598.92,7
2024-06-02,Latin America,ClearWave SE,45,2166.53,1238.35,7
2024-06-03,North America,AuraSound Pro,130,11189.81,5363.03,5
2024-06-03,North America,BassLink Ultra,96,6883.23,3523.83,9
2024-06-03,North America,ClearWave SE,74,3804.99,2077.03,7
2024-06-03,Europe,AuraSound Pro,114,10220.51,4861.45,7
2024-06-03,Europe,BassLink Ultra,85,5758.66,2860.76,9
2024-06-03,Europe,ClearWave SE,100,5163.98,2584.16,5
2024-06-03,Asia Pacific,AuraSound Pro,106,9250.21,4010.46,8
2024-06-03,Asia Pacific,BassLink Ultra,77,5147.62,2398.04,6
2024-06-03,Asia Pacific,ClearWave SE,55,2676.15,1458.16,6
2024-06-03,Latin America,AuraSound Pro,110,9846.76,4687.92,7
2024-06-03,Latin America,BassLink Ultra,48,3244.06,1601.6,8
2024-06-03,Latin America,ClearWave SE,61,3074.01,1652.88,5
2024-06-04,North America,AuraSound Pro,124,11243.01,4981.88,6
2024-06-04,North America,BassLink Ultra,75,5334.76,2855.45,8
2024-06-04,North America,ClearWave SE,77,4032.27,2143.78,4
2024-06-04,Europe,AuraSound Pro,97,8821.57,3643.9,7
2024-06-04,Europe,BassLink Ultra,93,6567.48,3250.85,9
2024-06-04,Europe,ClearWave SE,76,3830.9,2123.17,5
2024-06-04,Asia Pacific,AuraSound Pro,77,6585.35,2810.2,6
2024-06-04,Asia Pacific,BassLink Ultra,45,3133.33,1717.27,8
2024-06-04,Asia Pacific,ClearWave SE,51,2456.06,1228.71,4
2024-06-04,Latin America,AuraSound Pro,86,7940.9,3323.17,8
2024-06-04,Latin America,BassLink Ultra,41,2791.55,1259.42,8
2024-06-04,Latin America,ClearWave SE,42,2019.14,1218.44,5
2024-06-05,North America,AuraSound Pro,117,10212.0,4676.01,6
2024-06-05,North America,BassLink Ultra,90,6387.73,3138.88,7
2024-06-05,North America,ClearWave SE,65,3299.4,1784.26,5
2024-06-05,Europe,AuraSound Pro,127,11503.1,5547.72,6
2024-06-05,Europe,BassLink Ultra,85,6052.38,2793.18,7
2024-06-05,Europe,ClearWave SE,58,3028.44,1546.25,7
2024-06-05,Asia Pacific,AuraSound Pro,79,7433.97,3231.53,8
2024-06-05,Asia Pacific,BassLink Ultra,86,6317.45,3002.47,7
2024-06-05,Asia Pacific,ClearWave SE,69,3378.58,1678.07,3
2024-06-05,Latin America,AuraSound Pro,68,6084.81,2558.05,6
2024-06-05,Latin America,BassLink Ultra,61,4092.3,2107.57,8
2024-06-05,Latin America,ClearWave SE,49,2327.77,1215.73,6
2024-06-06,North America,AuraSound Pro,163,14069.14,6348.68,7
2024-06-06,North America,BassLink Ultra,85,6133.75,2843.02,7
2024-06-06,North America,ClearWave SE,89,4309.33,2596.71,5
2024-06-06,Europe,AuraSound Pro,113,9833.44,4262.3,7
2024-06-06,Europe,BassLink Ultra,56,3833.46,2097.76,7
2024-06-06,Europe,ClearWave SE,71,3371.97,1890.26,5
2024-06-06,Asia Pacific,AuraSound Pro,97,8454.52,3919.95,7
2024-06-06,Asia Pacific,BassLink Ultra,88,6047.84,2874.06,9
2024-06-06,Asia Pacific,ClearWave SE,73,3631.87,1967.32,5
2024-06-06,Latin America,AuraSound Pro,75,6774.5,2757.39,5
2024-06-06,Latin America,BassLink Ultra,75,5343.76,2744.1,7
2024-06-06,Latin America,ClearWave SE,60,3011.8,1598.15,6
2024-06-07,North America,AuraSound Pro,166,15066.59,7016.17,6
2024-06-07,North America,BassLink Ultra,108,7481.86,3751.13,9
2024-06-07,North America,ClearWave SE,70,3460.15,1749.2,7
2024-06-07,Europe,AuraSound Pro,91,8111.8,3781.39,9
2024-06-07,Europe,BassLink Ultra,82,5895.3,3141.14,7
2024-06-07,Europe,ClearWave SE,75,3743.73,2076.36,6
2024-06-07,Asia Pacific,AuraSound Pro,72,6410.06,2819.78,6
2024-06-07,Asia Pacific,BassLink Ultra,59,4278.51,1955.22,6
2024-06-07,Asia Pacific,ClearWave SE,47,2313.0,1160.59,6
2024-06-07,Latin America,AuraSound Pro,94,8784.75,3732.97,6
2024-06-07,Latin America,BassLink Ultra,38,2758.98,1452.0,5
2024-06-07,Latin America,ClearWave SE,68,3517.4,1744.8,6
2024-06-08,North America,AuraSound Pro,158,14560.11,6608.19,6
2024-06-08,North America,BassLink Ultra,62,4348.28,2241.7,8
2024-06-08,North America,ClearWave SE,107,5542.15,2837.67,5
2024-06-08,Europe,AuraSound Pro,72,6600.74,2821.74,5
2024-06-08,Europe,BassLink Ultra,95,6594.62,3568.36,8
2024-06-08,Europe,ClearWave SE,81,3854.99,2164.55,6
2024-06-08,Asia Pacific,AuraSound Pro,115,10124.76,4726.32,6
2024-06-08,Asia Pacific,BassLink Ultra,57,3803.84,1867.4,8
2024-06-08,Asia Pacific,ClearWave SE,69,3552.91,1937.3,5
2024-06-08,Latin America,AuraSound Pro,106,9851.01,4366.46,8
2024-06-08,Latin America,BassLink Ultra,46,3231.19,1599.16,6
2024-06-08,Latin America,ClearWave SE,37,1890.06,980.02,5
2024-06-09,North America,AuraSound Pro,124,10854.99,4966.67,5
2024-06-09,North America,BassLink Ultra,81,5690.26,2676.43,5
2024-06-09,North America,ClearWave SE,51,2431.09,1336.56,4
2024-06-09,Europe,AuraSound Pro,166,15247.61,6418.84,9
2024-06-09,Europe,BassLink Ultra,92,6727.02,3118.6,7
2024-06-09,Europe,ClearWave SE,47,2246.17,1192.28,5
2024-06-09,Asia Pacific,AuraSound Pro,109,9841.99,4113.41,6
2024-06-09,Asia Pacific,BassLink Ultra,77,5301.34,2695.99,6
2024-06-09,Asia Pacific,ClearWave SE,51,2478.86,1278.31,5
2024-06-09,Latin America,AuraSound Pro,113,9928.69,4031.9,6
2024-06-09,Latin America,BassLink Ultra,91,6663.9,3391.57,8
2024-06-09,Latin America,ClearWave SE,74,3857.55,2260.99,5
2024-06-10,North America,AuraSound Pro,106,9312.52,4194.34,6
2024-06-10,North America,BassLink Ultra,95,6361.68,3323.07,10
2024-06-10,North America,ClearWave SE,67,3404.3,1844.88,6
2024-06-10,Europe,AuraSound Pro,163,15230.68,6847.94,7
2024-06-10,Europe,BassLink Ultra,99,6735.04,3292.45,7
2024-06-10,Europe,ClearWave SE,69,3416.13,1771.68,6
2024-06-10,Asia Pacific,AuraSound Pro,76,6617.71,3122.9,6
2024-06-10,Asia Pacific,BassLink Ultra,67,4635.81,2541.39,6
2024-06-10,Asia Pacific,ClearWave SE,49,2349.04,1315.42,5
2024-06-10,Latin America,AuraSound Pro,58,5183.85,2124.62,9
2024-06-10,Latin America,BassLink Ultra,68,4592.53,2114.33,13
2024-06-10,Latin America,ClearWave SE,34,1657.41,852.06,6
2024-06-11,North America,AuraSound Pro,115,10048.62,4514.53,5
2024-06-11,North America,BassLink Ultra,114,7711.08,4090.04,8
2024-06-11,North America,ClearWave SE,70,3463.8,1779.41,6
2024-06-11,Europe,AuraSound Pro,93,8416.13,3720.16,6
2024-06-11,Europe,BassLink Ultra,69,4656.94,2495.14,9
2024-06-11,Europe,ClearWave SE,78,3925.13,2146.63,4
2024-06-11,Asia Pacific,AuraSound Pro,141,12165.53,5658.63,6
2024-06-11,Asia Pacific,BassLink Ultra,77,5355.43,2626.06,7
2024-06-11,Asia Pacific,ClearWave SE,57,2743.02,1501.61,5
2024-06-11,Latin America,AuraSound Pro,66,5927.93,2930.07,7
2024-06-11,Latin America,BassLink Ultra,66,4580.01,2412.69,8
2024-06-11,Latin America,ClearWave SE,40,2068.74,1102.82,4
2024-06-12,North America,AuraSound Pro,171,15520.91,6784.99,8
2024-06-12,North America,BassLink Ultra,65,4360.04,2394.88,9
2024-06-12,North America,ClearWave SE,70,3551.89,1886.73,6
2024-06-12,Europe,AuraSound Pro,82,7263.36,3210.14,6
2024-06-12,Europe,BassLink Ultra,80,5847.56,2655.89,10
2024-06-12,Europe,ClearWave SE,107,5573.69,2789.12,6
2024-06-12,Asia Pacific,AuraSound Pro,124,10870.78,5260.0,7
2024-06-12,Asia Pacific,BassLink Ultra,73,5078.12,2307.95,8
2024-06-12,Asia Pacific,ClearWave SE,56,2667.59,1522.87,6
2024-06-12,Latin America,AuraSound Pro,62,5419.96,2226.54,6
2024-06-12,Latin America,BassLink Ultra,80,5602.42,2978.86,9
2024-06-12,Latin America,ClearWave SE,47,2235.05,1277.28,6
2024-06-13,North America,AuraSound Pro,180,16439.68,7176.27,5
2024-06-13,North America,BassLink Ultra,89,6150.35,2899.46,7
2024-06-13,North America,ClearWave SE,56,2669.04,1415.02,8
2024-06-13,Europe,AuraSound Pro,123,11317.67,5294.75,8
2024-06-13,Europe,BassLink Ultra,69,4719.43,2516.3,7
2024-06-13,Europe,ClearWave SE,62,2947.42,1504.38,6
2024-06-13,Asia Pacific,AuraSound Pro,115,9909.12,4854.5,5
2024-06-13,Asia Pacific,BassLink Ultra,81,5828.22,3062.98,7
2024-06-13,Asia Pacific,ClearWave SE,78,3953.03,2230.14,7
2024-06-13,Latin America,AuraSound Pro,81,7458.51,3542.23,7
2024-06-13,Latin America,BassLink Ultra,51,3420.93,1704.61,8
2024-06-13,Latin America,ClearWave SE,56,2783.7,1552.73,6
2024-06-14,North America,AuraSound Pro,117,10650.14,5107.0,7
2024-06-14,North America,BassLink Ultra,99,6993.87,3262.07,6
2024-06-14,North America,ClearWave SE,57,2755.78,1566.49,5
2024-06-14,Europe,AuraSound Pro,151,13028.65,6324.34,8
2024-06-14,Europe,BassLink Ultra,57,3974.41,1943.51,6
2024-06-14,Europe,ClearWave SE,72,3700.61,2210.7,5
2024-06-14,Asia Pacific,AuraSound Pro,108,9499.8,4552.0,5
2024-06-14,Asia Pacific,BassLink Ultra,70,4820.52,2324.78,7
2024-06-14,Asia Pacific,ClearWave SE,68,3436.44,2023.54,6
2024-06-14,Latin America,AuraSound Pro,78,6984.5,2836.04,5
2024-06-14,Latin America,BassLink Ultra,80,5650.66,2958.84,8
2024-06-14,Latin America,ClearWave SE,38,1826.76,1024.1,6
2024-06-15,North America,AuraSound Pro,121,10812.14,4918.32,6
2024-06-15,North America,BassLink Ultra,119,8448.55,4083.03,6
2024-06-15,North America,ClearWave SE,86,4358.23,2422.64,7
2024-06-15,Europe,AuraSound Pro,122,11327.89,5186.96,6
2024-06-15,Europe,BassLink Ultra,66,4545.61,2262.15,7
2024-06-15,Europe,ClearWave SE,64,3092.3,1863.26,4
2024-06-15,Asia Pacific,AuraSound Pro,99,9109.38,4046.79,7
2024-06-15,Asia Pacific,BassLink Ultra,52,3567.11,1811.46,9
2024-06-15,Asia Pacific,ClearWave SE,96,4696.66,2514.43,5
2024-06-15,Latin America,AuraSound Pro,73,6308.98,3016.72,6
2024-06-15,Latin America,BassLink Ultra,55,3761.9,2020.72,7
2024-06-15,Latin America,ClearWave SE,29,1452.27,779.89,5
2024-06-16,North America,AuraSound Pro,107,10107.48,4480.65,7
2024-06-16,North America,BassLink Ultra,121,8353.53,4455.17,6
2024-06-16,North America,ClearWave SE,105,5042.9,2965.59,5
2024-06-16,Europe,AuraSound Pro,91,7898.61,3423.78,7
2024-06-16,Europe,BassLink Ultra,70,4848.95,2459.06,7
2024-06-16,Europe,ClearWave SE,62,3198.28,1775.63,6
2024-06-16,Asia Pacific,AuraSound Pro,96,8704.31,4269.93,6
2024-06-16,Asia Pacific,BassLink Ultra,64,4353.99,2046.89,8
2024-06-16,Asia Pacific,ClearWave SE,50,2500.59,1365.51,7
2024-06-16,Latin America,AuraSound Pro,76,6518.14,2717.17,5
2024-06-16,Latin America,BassLink Ultra,57,3958.66,1986.12,8
2024-06-16,Latin America,ClearWave SE,57,2930.41,1696.59,5
2024-06-17,North America,AuraSound Pro,109,9649.98,4316.3,7
2024-06-17,North America,BassLink Ultra,117,8049.09,3733.35,7
2024-06-17,North America,ClearWave SE,78,3792.34,2132.57,5
2024-06-17,Europe,AuraSound Pro,93,8358.92,3913.6,6
2024-06-17,Europe,BassLink Ultra,96,6577.23,3016.48,8
2024-06-17,Europe,ClearWave SE,59,2971.95,1730.03,6
2024-06-17,Asia Pacific,AuraSound Pro,123,10665.22,4599.02,6
2024-06-17,Asia Pacific,BassLink Ultra,74,5035.61,2627.28,7
2024-06-17,Asia Pacific,ClearWave SE,56,2810.65,1533.81,6
2024-06-17,Latin America,AuraSound Pro,71,6454.98,3187.08,5
2024-06-17,Latin America,BassLink Ultra,53,3767.87,2032.79,9
2024-06-17,Latin America,ClearWave SE,47,2329.74,1307.26,5
2024-06-18,North America,AuraSound Pro,133,11663.01,5506.71,7
2024-06-18,North America,BassLink Ultra,65,4675.19,2362.01,8
2024-06-18,North America,ClearWave SE,57,2844.09,1600.96,7
2024-06-18,Europe,AuraSound Pro,83,7813.98,3524.36,6
2024-06-18,Europe,BassLink Ultra,68,4690.37,2301.64,10
2024-06-18,Europe,ClearWave SE,76,3815.76,2097.47,4
2024-06-18,Asia Pacific,AuraSound Pro,96,8353.18,3477.87,5
2024-06-18,Asia Pacific,BassLink Ultra,71,5048.55,2474.7,8
2024-06-18,Asia Pacific,ClearWave SE,58,2977.46,1594.55,6
2024-06-18,Latin America,AuraSound Pro,71,6242.95,2688.88,7
2024-06-18,Latin America,BassLink Ultra,61,4069.53,1862.26,7
2024-06-18,Latin America,ClearWave SE,36,1751.38,1020.66,5
2024-06-19,North America,AuraSound Pro,126,11258.6,4973.03,7
2024-06-19,North America,BassLink Ultra,98,6997.64,3653.39,7
2024-06-19,North America,ClearWave SE,85,4438.5,2413.31,7
2024-06-19,Europe,AuraSound Pro,95,8919.09,3673.31,10
2024-06-19,Europe,BassLink Ultra,114,8211.77,4174.06,8
2024-06-19,Europe,ClearWave SE,59,2808.86,1492.17,5
2024-06-19,Asia Pacific,AuraSound Pro,115,10707.49,4459.4,7
2024-06-19,Asia Pacific,BassLink Ultra,71,4985.25,2376.16,7
2024-06-19,Asia Pacific,ClearWave SE,66,3261.05,1878.53,5
2024-06-19,Latin America,AuraSound Pro,60,5630.46,2510.45,6
2024-06-19,Latin America,BassLink Ultra,46,3064.64,1409.9,9
2024-06-19,Latin America,ClearWave SE,63,3097.32,1770.13,5
2024-06-20,North America,AuraSound Pro,159,14297.71,6967.84,8
2024-06-20,North America,BassLink Ultra,50,3394.3,1631.86,7
2024-06-20,North America,ClearWave SE,75,3654.97,1931.49,5
2024-06-20,Europe,AuraSound Pro,92,8065.64,3389.3,8
2024-06-20,Europe,BassLink Ultra,69,4806.98,2406.82,8
2024-06-20,Europe,ClearWave SE,75,3865.75,1932.58,7
2024-06-20,Asia Pacific,AuraSound Pro,78,6770.75,2918.37,6
2024-06-20,Asia Pacific,BassLink Ultra,72,5121.78,2499.99,5
2024-06-20,Asia Pacific,ClearWave SE,45,2202.37,1221.28,7
2024-06-20,Latin America,AuraSound Pro,85,7818.59,3228.54,6
2024-06-20,Latin America,BassLink Ultra,58,4104.46,2183.69,8
2024-06-20,Latin America,ClearWave SE,32,1601.6,889.48,5
2024-06-21,North America,AuraSound Pro,205,19275.72,9371.9,8
2024-06-21,North America,BassLink Ultra,96,7016.98,3226.75,8
2024-06-21,North America,ClearWave SE,72,3724.01,2050.32,4
2024-06-21,Europe,AuraSound Pro,94,8249.63,3884.42,7
2024-06-21,Europe,BassLink Ultra,69,4715.76,2287.08,6
2024-06-21,Europe,ClearWave SE,50,2513.31,1271.72,7
2024-06-21,Asia Pacific,AuraSound Pro,86,7854.09,3693.66,8
2024-06-21,Asia Pacific,BassLink Ultra,72,5097.85,2512.59,7
2024-06-21,Asia Pacific,ClearWave SE,47,2311.4,1350.01,6
2024-06-21,Latin America,AuraSound Pro,91,8140.94,3822.03,7
2024-06-21,Latin America,BassLink Ultra,41,2907.66,1592.24,7
2024-06-21,Latin America,ClearWave SE,39,1983.53,1100.0,4
2024-06-22,North America,AuraSound Pro,140,12042.12,5959.14,7
2024-06-22,North America,BassLink Ultra,102,7246.92,3881.66,8
2024-06-22,North America,ClearWave SE,68,3527.28,1824.25,5
2024-06-22,Europe,AuraSound Pro,99,9224.7,4306.17,7
2024-06-22,Europe,BassLink Ultra,98,6803.63,3193.62,8
2024-06-22,Europe,ClearWave SE,61,3058.94,1785.24,4
2024-06-22,Asia Pacific,AuraSound Pro,103,9529.23,4023.81,8
2024-06-22,Asia Pacific,BassLink Ultra,66,4709.56,2312.13,7
2024-06-22,Asia Pacific,ClearWave SE,50,2377.49,1255.49,6
2024-06-22,Latin America,AuraSound Pro,51,4605.49,2228.57,8
2024-06-22,Latin America,BassLink Ultra,50,3486.25,1760.26,8
2024-06-22,Latin America,ClearWave SE,49,2419.63,1199.87,5
2024-06-23,North America,AuraSound Pro,126,11325.51,4609.84,6
2024-06-23,North America,BassLink Ultra,72,5069.46,2433.81,9
2024-06-23,North America,ClearWave SE,68,3308.31,1832.24,5
2024-06-23,Europe,AuraSound Pro,106,9212.12,4287.21,5
2024-06-23,Europe,BassLink Ultra,69,4813.76,2200.31,8
2024-06-23,Europe,ClearWave SE,44,2205.64,1217.34,6
2024-06-23,Asia Pacific,AuraSound Pro,97,8801.48,3882.76,7
2024-06-23,Asia Pacific,BassLink Ultra,79,5491.83,2926.41,7
2024-06-23,Asia Pacific,ClearWave SE,49,2498.78,1316.78,6
2024-06-23,Latin America,AuraSound Pro,60,5521.19,2350.28,5
2024-06-23,Latin America,BassLink Ultra,46,3211.78,1459.62,6
2024-06-23,Latin America,ClearWave SE,33,1641.18,925.44,5
2024-06-24,North America,AuraSound Pro,118,11000.5,4708.91,6
2024-06-24,North America,BassLink Ultra,109,7753.37,3753.96,7
2024-06-24,North America,ClearWave SE,71,3660.45,2196.31,7
2024-06-24,Europe,AuraSound Pro,67,6008.25,2806.4,7
2024-06-24,Europe,BassLink Ultra,72,5250.02,2790.48,8
2024-06-24,Europe,ClearWave SE,54,2594.79,1367.54,5
2024-06-24,Asia Pacific,AuraSound Pro,121,11323.53,5221.71,7
2024-06-24,Asia Pacific,BassLink Ultra,64,4479.97,2035.43,7
2024-06-24,Asia Pacific,ClearWave SE,43,2181.18,1191.08,5
2024-06-24,Latin America,AuraSound Pro,42,3951.94,1676.91,6
2024-06-24,Latin America,BassLink Ultra,74,5208.7,2827.81,8
2024-06-24,Latin America,ClearWave SE,36,1725.59,969.76,4
2024-06-25,North America,AuraSound Pro,107,9671.81,4380.44,6
2024-06-25,North America,BassLink Ultra,94,6660.49,3123.12,7
2024-06-25,North America,ClearWave SE,103,5164.13,2780.9,5
2024-06-25,Europe,AuraSound Pro,128,12024.52,5596.9,5
2024-06-25,Europe,BassLink Ultra,74,5381.68,2472.59,7
2024-06-25,Europe,ClearWave SE,73,3619.49,1967.17,5
2024-06-25,Asia Pacific,AuraSound Pro,122,10466.94,4797.88,7
2024-06-25,Asia Pacific,BassLink Ultra,60,4135.56,2054.98,6
2024-06-25,Asia Pacific,ClearWave SE,46,2218.05,1106.09,5
2024-06-25,Latin America,AuraSound Pro,83,7182.11,3520.41,6
2024-06-25,Latin America,BassLink Ultra,61,4331.41,2307.22,9
2024-06-25,Latin America,ClearWave SE,42,2140.96,1197.97,5
2024-06-26,North America,AuraSound Pro,134,11912.94,5189.57,9
2024-06-26,North America,BassLink Ultra,106,7416.1,3948.87,8
2024-06-26,North America,ClearWave SE,60,2867.88,1435.79,5
2024-06-26,Europe,AuraSound Pro,77,7080.24,3340.84,5
2024-06-26,Europe,BassLink Ultra,80,5400.16,2502.4,6
2024-06-26,Europe,ClearWave SE,55,2709.75,1577.1,4
2024-06-26,Asia Pacific,AuraSound Pro,76,7002.69,3086.22,7
2024-06-26,Asia Pacific,BassLink Ultra,58,4058.51,1965.58,6
2024-06-26,Asia Pacific,ClearWave SE,48,2284.14,1324.74,4
2024-06-26,Latin America,AuraSound Pro,93,8631.72,3879.23,7
2024-06-26,Latin America,BassLink Ultra,59,4211.88,1999.07,7
2024-06-26,Latin America,ClearWave SE,45,2299.56,1186.46,6
2024-06-27,North America,AuraSound Pro,108,9611.68,4534.25,6
2024-06-27,North America,BassLink Ultra,65,4592.73,2467.31,6
2024-06-27,North America,ClearWave SE,69,3331.43,1903.88,5
2024-06-27,Europe,AuraSound Pro,111,9775.31,4134.0,6
2024-06-27,Europe,BassLink Ultra,69,4821.39,2411.2,7
2024-06-27,Europe,ClearWave SE,50,2468.6,1404.51,5
2024-06-27,Asia Pacific,AuraSound Pro,97,8807.45,3726.04,8
2024-06-27,Asia Pacific,BassLink Ultra,57,3889.41,1837.7,7
2024-06-27,Asia Pacific,ClearWave SE,92,4803.71,2481.18,6
2024-06-27,Latin America,AuraSound Pro,91,8238.42,3525.63,7
2024-06-27,Latin America,BassLink Ultra,64,4276.68,2018.29,7
2024-06-27,Latin America,ClearWave SE,50,2488.33,1422.8,6
2024-06-28,North America,AuraSound Pro,100,8907.34,4072.41,6
2024-06-28,North America,BassLink Ultra,59,4132.84,1869.69,8
2024-06-28,North America,ClearWave SE,86,4322.33,2353.79,5
2024-06-28,Europe,AuraSound Pro,85,7559.73,3630.19,5
2024-06-28,Europe,BassLink Ultra,73,5054.78,2702.56,8
2024-06-28,Europe,ClearWave SE,80,3891.6,2244.62,4
2024-06-28,Asia Pacific,AuraSound Pro,123,11379.51,4828.9,7
2024-06-28,Asia Pacific,BassLink Ultra,80,5513.03,2576.02,8
2024-06-28,Asia Pacific,ClearWave SE,53,2610.37,1451.47,5
2024-06-28,Latin America,AuraSound Pro,78,6849.18,2913.5,6
2024-06-28,Latin America,BassLink Ultra,50,3399.79,1622.33,4
2024-06-28,Latin America,ClearWave SE,46,2361.65,1289.12,5
2024-06-29,North America,AuraSound Pro,152,13183.7,6485.8,8
2024-06-29,North America,BassLink Ultra,80,5423.48,2508.72,8
2024-06-29,North America,ClearWave SE,77,3837.55,2230.09,5
2024-06-29,Europe,AuraSound Pro,117,10725.05,4361.36,8
2024-06-29,Europe,BassLink Ultra,91,6056.59,2745.44,6
2024-06-29,Europe,ClearWave SE,65,3173.11,1810.82,6
2024-06-29,Asia Pacific,AuraSound Pro,82,7036.81,3440.65,8
2024-06-29,Asia Pacific,BassLink Ultra,57,3986.18,2100.11,7
2024-06-29,Asia Pacific,ClearWave SE,46,2240.38,1353.38,5
2024-06-29,Latin America,AuraSound Pro,77,7223.91,3021.19,5
2024-06-29,Latin America,BassLink Ultra,49,3475.48,1828.41,8
2024-06-29,Latin America,ClearWave SE,36,1741.26,942.63,7
2024-06-30,North America,AuraSound Pro,120,10839.32,5360.74,8
2024-06-30,North America,BassLink Ultra,123,8492.76,4155.33,6
2024-06-30,North America,ClearWave SE,76,3815.33,2211.08,6
2024-06-30,Europe,AuraSound Pro,95,8337.76,3765.05,7
2024-06-30,Europe,BassLink Ultra,127,9267.17,4768.28,8
2024-06-30,Europe,ClearWave SE,68,3496.16,1807.52,5
2024-06-30,Asia Pacific,AuraSound Pro,100,9052.89,4309.82,6
2024-06-30,Asia Pacific,BassLink Ultra,77,5651.35,2844.66,9
2024-06-30,Asia Pacific,ClearWave SE,62,3241.05,1852.74,5
2024-06-30,Latin America,AuraSound Pro,60,5326.19,2326.32,9
2024-06-30,Latin America,BassLink Ultra,67,4773.04,2242.57,8
2024-06-30,Latin America,ClearWave SE,55,2742.77,1519.57,5
2024-07-01,North America,AuraSound Pro,142,12662.74,6148.86,8
2024-07-01,North America,BassLink Ultra,83,5942.61,3156.13,8
2024-07-01,North America,ClearWave SE,87,4181.86,2257.15,5
2024-07-01,Europe,AuraSound Pro,95,8626.93,3885.05,8
2024-07-01,Europe,BassLink Ultra,76,5082.93,2579.06,8
2024-07-01,Europe,ClearWave SE,58,2777.22,1545.97,7
2024-07-01,Asia Pacific,AuraSound Pro,77,7171.08,3240.93,6
2024-07-01,Asia Pacific,BassLink Ultra,50,3643.26,1703.07,7
2024-07-01,Asia Pacific,ClearWave SE,54,2635.58,1365.45,4
2024-07-01,Latin America,AuraSound Pro,61,5246.85,2300.75,7
2024-07-01,Latin America,BassLink Ultra,56,3889.21,1970.18,10
2024-07-01,Latin America,ClearWave SE,46,2197.19,1250.36,5
2024-07-02,North America,AuraSound Pro,126,10980.48,4739.54,7
2024-07-02,North America,BassLink Ultra,80,5773.82,3013.3,8
2024-07-02,North America,ClearWave SE,64,3269.03,1862.63,6
2024-07-02,Europe,AuraSound Pro,102,8856.6,4032.01,6
2024-07-02,Europe,BassLink Ultra,71,5140.71,2313.44,8
2024-07-02,Europe,ClearWave SE,67,3214.34,1805.51,5
2024-07-02,Asia Pacific,AuraSound Pro,107,9265.46,3929.32,6
2024-07-02,Asia Pacific,BassLink Ultra,65,4448.28,2388.68,7
2024-07-02,Asia Pacific,ClearWave SE,73,3660.92,1849.14,7
2024-07-02,Latin America,AuraSound Pro,63,5653.95,2634.41,6
2024-07-02,Latin America,BassLink Ultra,55,4018.28,1829.88,8
2024-07-02,Latin America,ClearWave SE,33,1621.77,850.91,5
2024-07-03,North America,AuraSound Pro,69,6217.03,2894.3,7
2024-07-03,North America,BassLink Ultra,66,4465.15,2165.36,7
2024-07-03,North America,ClearWave SE,83,4218.42,2196.71,6
2024-07-03,Europe,AuraSound Pro,139,12488.93,5676.2,9
2024-07-03,Europe,BassLink Ultra,129,9223.28,4251.59,7
2024-07-03,Europe,ClearWave SE,52,2486.83,1497.99,6
2024-07-03,Asia Pacific,AuraSound Pro,71,6379.93,3060.55,6
2024-07-03,Asia Pacific,BassLink Ultra,68,4689.79,2393.35,8
2024-07-03,Asia Pacific,ClearWave SE,59,3058.66,1701.86,5
2024-07-03,Latin America,AuraSound Pro,56,4804.31,2298.5,6
2024-07-03,Latin America,BassLink Ultra,34,2372.79,1262.02,7
2024-07-03,Latin America,ClearWave SE,31,1530.11,813.44,5
2024-07-04,North America,AuraSound Pro,133,11940.69,5766.32,5
2024-07-04,North America,BassLink Ultra,89,6392.9,3362.34,7
2024-07-04,North America,ClearWave SE,75,3909.65,2078.34,6
2024-07-04,Europe,AuraSound Pro,96,8213.1,3503.8,7
2024-07-04,Europe,BassLink Ultra,69,4673.34,2116.33,7
2024-07-04,Europe,ClearWave SE,51,2654.59,1574.72,6
2024-07-04,Asia Pacific,AuraSound Pro,120,10264.63,5067.02,8
2024-07-04,Asia Pacific,BassLink Ultra,51,3710.0,1777.65,9
2024-07-04,Asia Pacific,ClearWave SE,44,2292.37,1170.22,6
2024-07-04,Latin America,AuraSound Pro,76,7019.86,3234.34,5
2024-07-04,Latin America,BassLink Ultra,49,3567.98,1751.82,9
2024-07-04,Latin America,ClearWave SE,26,1292.93,750.25,8
2024-07-05,North America,AuraSound Pro,83,7288.53,2976.62,7
2024-07-05,North America,BassLink Ultra,65,4389.27,2262.16,8
2024-07-05,North America,ClearWave SE,88,4400.69,2611.13,6
2024-07-05,Europe,AuraSound Pro,77,7263.87,3121.08,8
2024-07-05,Europe,BassLink Ultra,69,4615.29,2528.48,6
2024-07-05,Europe,ClearWave SE,76,3858.43,2120.87,8
2024-07-05,Asia Pacific,AuraSound Pro,94,8641.92,3824.11,6
2024-07-05,Asia Pacific,BassLink Ultra,56,3810.2,1776.09,8
2024-07-05,Asia Pacific,ClearWave SE,64,3304.27,1774.76,5
