date,region,product,units_sold,revenue,cost,lead_time_days
2025-10-15,North,Sensor Lite,110,1356.72,893.06,5
2025-10-16,North,Sensor Lite,117,1461.91,893.94,3
2025-10-17,North,Sensor Lite,331,4277.29,2416.87,7
2025-10-18,North,Sensor Lite,123,1578.55,907.0,6
2025-10-19,North,Sensor Lite,85,1117.31,641.76,6
2025-10-20,North,Sensor Lite,115,1425.7,833.12,5
2025-10-21,North,Sensor Lite,190,2351.61,1498.71,5
2025-10-22,North,Sensor Lite,146,1890.76,970.43,8
2025-10-23,North,Sensor Lite,130,1617.79,947.78,7
2025-10-24,North,Sensor Lite,129,1614.97,992.84,8
2025-10-25,North,Sensor Lite,112,1348.46,793.78,6
2025-10-26,North,Sensor Lite,91,1170.37,665.31,8
2025-10-27,North,Sensor Lite,54,720.34,411.46,4
2025-10-28,North,Sensor Lite,128,1581.61,1019.11,5
2025-10-29,North,Sensor Lite,110,1445.49,761.34,7
2025-10-30,North,Sensor Lite,123,1565.46,847.94,7
2025-10-31,North,Sensor Lite,160,1931.96,1128.0,4
2025-11-01,North,Sensor Lite,95,1178.74,648.96,3
2025-11-02,North,Sensor Lite,122,1510.87,836.61,5
2025-11-03,North,Sensor Lite,115,1452.33,809.61,4
2025-11-04,North,Sensor Lite,113,1458.88,887.77,8
2025-11-05,North,Sensor Lite,146,1964.75,1063.54,7
2025-11-06,North,Sensor Lite,111,1354.49,822.69,3
2025-11-07,North,Sensor Lite,151,1897.25,1064.02,3
2025-11-08,North,Sensor Lite,111,1377.21,847.42,3
2025-11-09,North,Sensor Lite,89,1091.58,720.37,4
2025-11-10,North,Sensor Lite,129,1649.46,912.23,5
2025-11-11,North,Sensor Lite,119,1517.32,956.54,7
2025-11-12,North,Sensor Lite,140,1687.87,1054.88,3
2025-11-13,North,Sensor Lite,185,2360.03,1370.15,10
2025-11-14,North,Sensor Lite,123,1511.54,928.41,3
2025-11-15,North,Sensor Lite,116,1479.52,875.16,2
2025-11-16,North,Sensor Lite,224,2964.77,1811.52,8
2025-11-17,North,Sensor Lite,133,1719.31,1009.8,8
2025-11-18,North,Sensor Lite,129,1653.51,980.43,5
2025-11-19,North,Sensor Lite,114,1430.44,825.82,6
2025-11-20,North,Sensor Lite,142,1814.13,1094.89,6
2025-11-21,North,Sensor Lite,127,1646.61,894.84,6
2025-11-22,North,Sensor Lite,91,1176.41,677.07,3
2025-11-23,North,Sensor Lite,129,1639.85,1092.22,1
2025-11-24,North,Sensor Lite,138,1770.97,893.34,4
2025-11-25,North,Sensor Lite,130,1592.03,973.21,9
2025-11-26,North,Sensor Lite,173,2157.16,1297.59,9
2025-11-27,North,Sensor Lite,98,1276.02,716.93,5
2025-11-28,North,Sensor Lite,172,2248.4,1259.78,4
2025-11-29,North,Sensor Lite,236,3017.45,1754.38,6
2025-11-30,North,Sensor Lite,114,1517.99,832.97,7
2025-12-01,North,Sensor Lite,124,1605.1,927.78,7
2025-12-02,North,Sensor Lite,117,1481.32,844.69,1
2025-12-03,North,Sensor Lite,175,2149.6,1425.95,12
2025-12-04,North,Sensor Lite,194,2580.26,1417.51,8
2025-12-05,North,Sensor Lite,134,1747.98,1019.84,6
2025-12-06,North,Sensor Lite,119,1599.1,851.14,5
2025-12-07,North,Sensor Lite,113,1534.41,875.21,8
2025-12-08,North,Sensor Lite,192,2353.49,1472.91,7
2025-12-09,North,Sensor Lite,96,1176.84,725.29,6
2025-12-10,North,Sensor Lite,151,1759.88,1060.0,7
2025-12-11,North,Sensor Lite,124,1624.56,883.08,6
2025-12-12,North,Sensor Lite,93,1209.1,746.22,7
2025-12-13,North,Sensor Lite,107,1368.25,761.57,8
2025-12-14,North,Sensor Lite,159,1952.68,1214.3,7
2025-12-15,North,Sensor Lite,127,1614.92,895.41,7
2025-12-16,North,Sensor Lite,165,2115.41,1282.56,9
2025-12-17,North,Sensor Lite,367,4789.13,2622.59,4
2025-12-18,North,Sensor Lite,144,1851.04,1014.28,5
2025-12-19,North,Sensor Lite,148,1924.58,1056.19,7
2025-12-20,North,Sensor Lite,85,1079.71,611.58,5
2025-12-21,North,Sensor Lite,102,1346.6,770.07,6
2025-12-22,North,Sensor Lite,172,2234.56,1277.22,10
2025-12-23,North,Sensor Lite,148,1819.81,1035.23,7
2025-12-24,North,Sensor Lite,157,2085.18,1160.18,4
2025-12-25,North,Sensor Lite,151,1996.04,1053.51,6
2025-12-26,North,Sensor Lite,219,2831.24,1672.75,7
2025-12-27,North,Sensor Lite,110,1414.31,847.65,7
2025-12-28,North,Sensor Lite,159,2128.12,1175.19,9
2025-12-29,North,Sensor Lite,153,1855.16,1147.58,9
2025-12-30,North,Sensor Lite,203,2684.63,1633.8,7
2024-01-01,South,Widget Pro,83,1927.45,1094.11,14
2024-01-02,South,Widget Pro,96,2371.2,1362.67,13
2024-01-03,South,Widget Pro,93,2204.37,1269.92,13
2024-01-04,South,Widget Pro,99,2302.51,1357.01,12
2024-01-05,South,Widget Pro,119,2911.84,1571.44,16
2024-01-06,South,Widget Pro,90,2206.13,1196.28,11
2024-01-07,South,Widget Pro,98,2266.32,1383.16,14
2024-01-08,South,Widget Pro,99,2373.57,1367.51,12
2024-01-09,South,Widget Pro,139,3397.87,2188.91,13
2024-01-10,South,Widget Pro,120,2908.53,1729.92,15
2024-01-11,South,Widget Pro,109,2644.1,1438.13,12
2024-01-12,South,Widget Pro,119,3018.65,1538.08,14
2024-01-13,South,Widget Pro,10,260.78,142.79,13
2024-01-14,South,Widget Pro,59,1431.91,809.61,12
2024-01-15,South,Widget Pro,97,2282.26,1448.41,15
2024-01-16,South,Widget Pro,124,3016.62,1760.47,14
2024-01-17,South,Widget Pro,110,2710.71,1387.35,12
2024-01-18,South,Widget Pro,106,2592.85,1408.36,15
2024-01-19,South,Widget Pro,93,2320.24,1258.04,12
2024-01-20,South,Widget Pro,61,1593.67,872.87,13
2024-01-21,South,Widget Pro,113,2626.22,1498.73,12
2024-01-22,South,Widget Pro,106,2557.49,1495.34,15
2024-01-23,South,Widget Pro,102,2614.54,1332.6,12
2024-01-24,South,Widget Pro,98,2363.4,1372.42,15
2024-01-25,South,Widget Pro,139,3486.16,1982.0,15
2024-01-26,South,Widget Pro,130,3245.28,1953.0,13
2024-01-27,South,Widget Pro,75,1905.68,1062.89,17
2024-01-28,South,Widget Pro,110,2849.69,1477.11,12
2024-01-29,South,Widget Pro,109,2697.18,1639.92,11
2024-01-30,South,Widget Pro,100,2321.68,1387.18,15
2024-01-31,South,Widget Pro,107,2566.42,1555.94,9
2024-02-01,South,Widget Pro,98,2558.46,1329.96,17
2024-02-02,South,Widget Pro,29,680.36,407.84,14
2024-02-03,South,Widget Pro,104,2585.98,1397.67,11
2024-02-04,South,Widget Pro,87,1970.71,1237.63,12
2024-02-05,South,Widget Pro,127,2985.37,1849.46,11
2024-02-06,South,Widget Pro,120,3018.23,1638.44,15
2024-02-07,South,Widget Pro,126,3090.33,1715.4,11
2024-02-08,South,Widget Pro,79,1913.64,1125.73,15
2024-02-09,South,Widget Pro,98,2342.34,1315.4,13
2024-02-10,South,Widget Pro,102,2349.32,1319.62,13
2024-02-11,South,Widget Pro,73,1825.7,1040.05,15
2024-02-12,South,Widget Pro,123,2987.9,1712.73,15
2024-02-13,South,Widget Pro,90,2104.33,1251.88,16
2024-02-14,South,Widget Pro,116,2844.57,1666.31,13
2024-02-15,South,Widget Pro,155,3863.72,2241.69,14
2024-02-16,South,Widget Pro,134,3263.24,1860.9,13
2024-02-17,South,Widget Pro,67,1647.21,885.35,14
2024-02-18,South,Widget Pro,109,2673.55,1477.28,12
2024-02-19,South,Widget Pro,162,3884.84,2334.33,13
2024-02-20,South,Widget Pro,314,7705.52,4425.98,13
2024-02-21,South,Widget Pro,128,3205.17,1742.74,15
2024-02-22,South,Widget Pro,92,2323.96,1237.49,14
2024-02-23,South,Widget Pro,127,3185.31,1832.92,15
2024-02-24,South,Widget Pro,126,3024.48,1744.45,14
2024-02-25,South,Widget Pro,91,2272.05,1321.95,13
2024-02-26,South,Widget Pro,143,3552.42,2090.02,14
2024-02-27,South,Widget Pro,102,2445.79,1405.66,12
2024-02-28,South,Widget Pro,127,3068.16,1862.42,15
2024-02-29,South,Widget Pro,76,1899.97,1071.36,13
2024-03-01,South,Widget Pro,100,2551.2,1418.74,14
2024-03-02,South,Widget Pro,95,2201.0,1184.45,14
2024-03-03,South,Widget Pro,90,2313.49,1198.83,17
2024-03-04,South,Widget Pro,95,2408.79,1269.04,14
2024-03-05,South,Widget Pro,110,2711.1,1515.46,14
2024-03-06,South,Widget Pro,127,3089.03,1788.17,12
2024-03-07,South,Widget Pro,118,2924.86,1664.82,15
2024-03-08,South,Widget Pro,122,2931.56,1732.4,13
2024-03-09,South,Widget Pro,110,2680.63,1487.26,10
2024-03-10,South,Widget Pro,91,2130.84,1318.04,13
2024-03-11,South,Widget Pro,154,3575.88,2351.04,14
2024-03-12,South,Widget Pro,101,2647.64,1389.02,12
2024-03-13,South,Widget Pro,171,4197.43,2314.56,13
2024-03-14,South,Widget Pro,148,3648.16,2001.0,13
2024-03-15,South,Widget Pro,114,2790.42,1602.82,13
2024-03-16,South,Widget Pro,92,2198.03,1254.14,15
2024-03-17,South,Widget Pro,225,5461.72,2877.47,10
2024-03-18,South,Widget Pro,136,3341.12,1765.32,17
2024-03-19,South,Widget Pro,148,3604.61,2177.69,13
2024-03-20,South,Widget Pro,96,2298.92,1430.14,14
2024-03-21,South,Widget Pro,132,3280.52,1995.83,13
2024-03-22,South,Widget Pro,83,2044.99,1175.15,9
2024-03-23,South,Widget Pro,26,644.51,345.97,10
2024-03-24,South,Widget Pro,127,3177.31,1739.06,11
2024-03-25,South,Widget Pro,20,487.49,259.12,14
2024-03-26,South,Widget Pro,92,2242.58,1189.47,10
2024-03-27,South,Widget Pro,127,3249.88,1800.69,11
2024-03-28,South,Widget Pro,157,3737.57,2257.24,13
2024-03-29,South,Widget Pro,130,3005.97,1998.21,13
2024-03-30,South,Widget Pro,70,1743.58,975.93,13
2024-03-31,South,Widget Pro,72,1730.69,939.57,10
2024-04-01,South,Widget Pro,125,2963.52,1739.33,9
2024-04-02,South,Widget Pro,99,2489.91,1366.43,13
2024-04-03,South,Widget Pro,126,3073.59,1720.67,15
2024-04-04,South,Widget Pro,127,2993.55,1808.56,11
2024-04-05,South,Widget Pro,112,2903.28,1472.79,9
2024-04-06,South,Widget Pro,136,3171.0,1916.44,11
2024-04-07,South,Widget Pro,109,2663.56,1575.71,12
2024-04-08,South,Widget Pro,153,3536.04,2294.05,11
2024-04-09,South,Widget Pro,145,3581.35,2061.5,14
2024-04-10,South,Widget Pro,120,2883.45,1767.62,13
2024-04-11,South,Widget Pro,119,2987.16,1629.02,12
2024-04-12,South,Widget Pro,117,2865.0,1613.08,7
2024-04-13,South,Widget Pro,203,5175.02,3033.53,10
2024-04-14,South,Widget Pro,87,2104.02,1134.47,10
2024-04-15,South,Widget Pro,168,3917.87,2304.59,10
2024-04-16,South,Widget Pro,107,2640.18,1582.52,11
2024-04-17,South,Widget Pro,128,3112.24,1773.08,11
2024-04-18,South,Widget Pro,118,2733.22,1628.41,7
2024-04-19,South,Widget Pro,258,6120.87,3564.08,12
2024-04-20,South,Widget Pro,145,3473.94,2041.89,11
2024-04-21,South,Widget Pro,91,2333.53,1343.18,11
2024-04-22,South,Widget Pro,52,1301.04,761.64,12
2024-04-23,South,Widget Pro,109,2642.64,1526.87,9
2024-04-24,South,Widget Pro,123,3056.07,1816.05,13
2024-04-25,South,Widget Pro,120,2760.12,1708.71,10
2024-04-26,South,Widget Pro,100,2408.48,1460.14,13
2024-04-27,South,Widget Pro,91,2256.32,1208.49,9
2024-04-28,South,Widget Pro,109,2683.75,1658.65,13
2024-04-29,South,Widget Pro,147,3543.23,2080.66,8
2024-04-30,South,Widget Pro,123,3010.04,1485.37,15
2024-05-01,South,Widget Pro,123,3044.07,1864.89,8
2024-05-02,South,Widget Pro,114,2792.22,1596.4,12
2024-05-03,South,Widget Pro,111,2789.75,1523.27,9
2024-05-04,South,Widget Pro,82,2028.21,1113.23,12
2024-05-05,South,Widget Pro,73,1815.93,1044.46,10
2024-05-06,South,Widget Pro,107,2756.26,1431.46,8
2024-05-07,South,Widget Pro,143,3590.48,1944.25,4
2024-05-08,South,Widget Pro,112,2887.32,1524.65,15
2024-05-09,South,Widget Pro,114,2736.7,1572.68,10
2024-05-10,South,Widget Pro,113,2636.24,1541.25,4
2024-05-11,South,Widget Pro,121,2952.02,1766.23,11
2024-05-12,South,Widget Pro,82,1995.4,1163.56,11
2024-05-13,South,Widget Pro,127,3247.73,1812.94,9
2024-05-14,South,Widget Pro,119,2816.66,1716.86,9
2024-05-15,South,Widget Pro,122,2981.93,1700.05,10
2024-05-16,South,Widget Pro,125,3099.73,1660.72,12
2024-05-17,South,Widget Pro,121,2973.4,1846.9,10
2024-05-18,South,Widget Pro,110,2681.13,1611.42,13
2024-05-19,South,Widget Pro,95,2352.54,1437.25,12
2024-05-20,South,Widget Pro,163,4122.78,2400.04,10
2024-05-21,South,Widget Pro,120,3075.45,1641.33,7
2024-05-22,South,Widget Pro,88,2158.12,1087.36,10
2024-05-23,South,Widget Pro,133,3178.75,1747.57,11
2024-05-24,South,Widget Pro,127,3254.74,1834.59,10
2024-05-25,South,Widget Pro,95,2252.25,1323.23,11
2024-05-26,South,Widget Pro,90,2323.45,1233.55,12
2024-05-27,South,Widget Pro,81,2064.52,992.5,11
2024-05-28,South,Widget Pro,83,2124.36,1161.24,10
2024-05-29,South,Widget Pro,158,3950.59,2092.36,11
2024-05-30,South,Widget Pro,106,2432.42,1430.25,15
2024-05-31,South,Widget Pro,140,3323.07,2043.31,7
2024-06-01,South,Widget Pro,70,1730.79,929.57,11
2024-06-02,South,Widget Pro,77,1848.26,1027.67,14
2024-06-03,South,Widget Pro,132,3203.41,1865.15,8
2024-06-04,South,Widget Pro,114,2844.35,1665.61,12
2024-06-05,South,Widget Pro,128,3120.01,1755.92,13
2024-06-06,South,Widget Pro,116,2738.07,1743.14,8
2024-06-07,South,Widget Pro,112,2816.91,1467.75,12
2024-06-08,South,Widget Pro,82,2040.03,1064.54,10
2024-06-09,South,Widget Pro,74,1799.46,956.26,11
2024-06-10,South,Widget Pro,148,3703.37,1900.83,10
2024-06-11,South,Widget Pro,152,3734.62,2163.81,13
2024-06-12,South,Widget Pro,95,2420.46,1264.98,11
2024-06-13,South,Widget Pro,94,2313.45,1223.21,10
2024-06-14,South,Widget Pro,107,2725.62,1526.45,10
2024-06-15,South,Widget Pro,97,2242.92,1413.95,10
2024-06-16,South,Widget Pro,88,2185.7,1296.73,9
2024-06-17,South,Widget Pro,124,3001.74,1811.97,10
2024-06-18,South,Widget Pro,243,5800.07,3245.83,11
2024-06-19,South,Widget Pro,111,2814.02,1575.45,12
2024-06-20,South,Widget Pro,174,4376.71,2496.52,14
2024-06-21,South,Widget Pro,102,2348.57,1394.09,12
2024-06-22,South,Widget Pro,121,3028.13,1707.95,11
2024-06-23,South,Widget Pro,116,2892.66,1522.37,10
2024-06-24,South,Widget Pro,122,2924.16,1654.4,12
2024-06-25,South,Widget Pro,79,1887.0,1126.56,11
2024-06-26,South,Widget Pro,112,2613.06,1686.19,12
2024-06-27,South,Widget Pro,101,2449.44,1495.41,12
2024-06-28,South,Widget Pro,111,2705.02,1605.35,13
2024-06-29,South,Widget Pro,73,1831.26,1026.07,13
2024-06-30,South,Widget Pro,101,2494.5,1408.68,12
2024-07-01,South,Widget Pro,131,3107.45,1701.26,11
2024-07-02,South,Widget Pro,136,3355.88,1824.46,11
2024-07-03,South,Widget Pro,102,2479.95,1370.68,14
2024-07-04,South,Widget Pro,90,2143.16,1296.21,12
2024-07-05,South,Widget Pro,116,2706.48,1700.73,10
2024-07-06,South,Widget Pro,119,2970.15,1727.36,15
2024-07-07,South,Widget Pro,88,2184.87,1304.85,11
2024-07-08,South,Widget Pro,118,2939.29,1657.97,13
2024-07-09,South,Widget Pro,104,2492.33,1384.44,14
2024-07-10,South,Widget Pro,99,2437.95,1382.54,13
2024-07-11,South,Widget Pro,121,2842.18,1632.61,8
2024-07-12,South,Widget Pro,105,2496.36,1518.35,14
2024-07-13,South,Widget Pro,92,2256.28,1264.87,16
2024-07-14,South,Widget Pro,94,2321.13,1309.52,15
2024-07-15,South,Widget Pro,114,2656.52,1651.35,9
2024-07-16,South,Widget Pro,118,2799.28,1590.79,17
2024-07-17,South,Widget Pro,91,2205.06,1335.41,11
2024-07-18,South,Widget Pro,90,2268.41,1175.1,11
2024-07-19,South,Widget Pro,105,2509.75,1492.53,15
2024-07-20,South,Widget Pro,84,2066.68,1170.66,14
2024-07-21,South,Widget Pro,77,1900.39,1122.59,14
2024-07-22,South,Widget Pro,110,2674.81,1434.17,12
2024-07-23,South,Widget Pro,123,3037.73,1590.2,16
2024-07-24,South,Widget Pro,129,3032.98,1873.73,13
2024-07-25,South,Widget Pro,134,3218.41,1839.33,10
2024-07-26,South,Widget Pro,82,2095.45,1142.79,16
2024-07-27,South,Widget Pro,67,1715.6,907.06,14
2024-07-28,South,Widget Pro,79,1984.44,1156.48,16
2024-07-29,South,Widget Pro,105,2657.42,1491.99,15
2024-07-30,South,Widget Pro,99,2292.64,1402.68,19
2024-07-31,South,Widget Pro,93,2213.65,1225.86,13
2024-08-01,South,Widget Pro,97,2354.32,1392.05,14
2024-08-02,South,Widget Pro,112,2942.86,1490.21,15
2024-08-03,South,Widget Pro,64,1553.27,866.5,13
2024-08-04,South,Widget Pro,125,3130.94,1630.53,16
2024-08-05,South,Widget Pro,102,2527.37,1416.82,8
2024-08-06,South,Widget Pro,123,3045.7,1813.65,14
2024-08-07,South,Widget Pro,91,2227.93,1288.44,14
2024-08-08,South,Widget Pro,112,2645.21,1533.36,14
2024-08-09,South,Widget Pro,103,2319.01,1449.87,12
2024-08-10,South,Widget Pro,217,5520.95,3053.74,16
2024-08-11,South,Widget Pro,78,1875.66,1095.61,13
2024-08-12,South,Widget Pro,133,3075.98,1878.51,14
2024-08-13,South,Widget Pro,77,1911.29,1021.94,14
2024-08-14,South,Widget Pro,119,2952.13,1674.87,15
2024-08-15,South,Widget Pro,102,2556.57,1302.68,17
2024-08-16,South,Widget Pro,83,2101.56,1195.44,14
2024-08-17,South,Widget Pro,113,2692.17,1494.77,16
2024-08-18,South,Widget Pro,111,2648.11,1645.5,14
2024-08-19,South,Widget Pro,68,1650.07,835.61,13
2024-08-20,South,Widget Pro,102,2560.6,1547.55,14
2024-08-21,South,Widget Pro,112,2570.91,1439.49,13
2024-08-22,South,Widget Pro,107,2631.58,1408.12,15
2024-08-23,South,Widget Pro,130,3274.06,1847.21,14
2024-08-24,South,Widget Pro,100,2515.48,1443.31,12
2024-08-25,South,Widget Pro,83,2076.73,1145.54,13
2024-08-26,South,Widget Pro,148,3741.63,2164.47,11
2024-08-27,South,Widget Pro,116,2607.78,1559.32,13
2024-08-28,South,Widget Pro,92,2363.1,1262.26,14
2024-08-29,South,Widget Pro,89,2202.11,1227.18,17
2024-08-30,South,Widget Pro,122,3108.68,1662.02,16
2024-08-31,South,Widget Pro,68,1607.29,859.93,12
2024-09-01,South,Widget Pro,72,1671.19,1006.76,14
2024-09-02,South,Widget Pro,93,2400.61,1294.51,14
2024-09-03,South,Widget Pro,104,2477.18,1534.49,13
2024-09-04,South,Widget Pro,94,2281.52,1231.38,13
2024-09-05,South,Widget Pro,182,4529.56,2466.54,13
2024-09-06,South,Widget Pro,120,3008.17,1781.09,17
2024-09-07,South,Widget Pro,72,1821.07,1022.78,12
2024-09-08,South,Widget Pro,111,2737.72,1596.69,14
2024-09-09,South,Widget Pro,102,2419.96,1460.38,8
2024-09-10,South,Widget Pro,121,3027.34,1732.78,15
2024-09-11,South,Widget Pro,108,2703.36,1649.67,15
2024-09-12,South,Widget Pro,122,2826.25,1715.82,11
2024-09-13,South,Widget Pro,107,2733.07,1422.25,12
2024-09-14,South,Widget Pro,80,1813.76,1155.77,14
2024-09-15,South,Widget Pro,94,2374.47,1278.72,13
2024-09-16,South,Widget Pro,151,3629.12,2102.38,14
2024-09-17,South,Widget Pro,92,2301.71,1311.84,12
2024-09-18,South,Widget Pro,111,2761.12,1490.18,16
2024-09-19,South,Widget Pro,96,2349.38,1309.71,11
2024-09-20,South,Widget Pro,105,2607.31,1504.97,18
2024-09-21,South,Widget Pro,78,1906.04,1062.04,15
2024-09-22,South,Widget Pro,128,3203.17,1879.22,14
2024-09-23,South,Widget Pro,93,2427.87,1237.8,10
2024-09-24,South,Widget Pro,115,2704.13,1530.34,14
2024-09-25,South,Widget Pro,84,1861.16,1288.08,13
2024-09-26,South,Widget Pro,113,2733.98,1460.96,8
2024-09-27,South,Widget Pro,99,2390.28,1384.15,9
2024-09-28,South,Widget Pro,74,1792.46,1131.91,13
2024-09-29,South,Widget Pro,91,2167.54,1272.18,12
2024-09-30,South,Widget Pro,15,377.12,224.14,11
2024-10-01,South,Widget Pro,222,5213.61,3209.39,14
2024-10-02,South,Widget Pro,116,2880.43,1623.42,10
2024-10-03,South,Widget Pro,100,2496.93,1390.85,11
2024-10-04,South,Widget Pro,72,1780.75,901.19,10
2024-10-05,South,Widget Pro,72,1789.78,991.92,12
2024-10-06,South,Widget Pro,56,1411.07,793.1,8
2024-10-07,South,Widget Pro,109,2674.79,1543.68,10
2024-10-08,South,Widget Pro,113,2739.72,1777.05,8
2024-10-09,South,Widget Pro,114,2833.75,1618.42,11
2024-10-10,South,Widget Pro,106,2643.77,1530.76,13
2024-10-11,South,Widget Pro,115,2892.7,1703.78,13
2024-10-12,South,Widget Pro,58,1348.0,833.94,10
2024-10-13,South,Widget Pro,76,1851.75,1059.42,12
2024-10-14,South,Widget Pro,75,1778.77,1045.74,11
2024-10-15,South,Widget Pro,91,2267.02,1251.66,14
2024-10-16,South,Widget Pro,130,3254.44,1860.42,11
2024-10-17,South,Widget Pro,119,2891.5,1651.81,5
2024-10-18,South,Widget Pro,110,2636.04,1588.12,12
2024-10-19,South,Widget Pro,76,1895.35,1010.32,10
2024-10-20,South,Widget Pro,65,1586.13,916.68,10
2024-10-21,South,Widget Pro,240,6131.63,3620.75,11
2024-10-22,South,Widget Pro,120,3096.37,1661.13,8
2024-10-23,South,Widget Pro,106,2674.97,1620.75,11
2024-10-24,South,Widget Pro,74,1825.65,1044.48,11
2024-10-25,South,Widget Pro,100,2584.18,1396.04,11
2024-10-26,South,Widget Pro,56,1381.91,788.57,9
2024-10-27,South,Widget Pro,91,2197.45,1254.16,12
2024-10-28,South,Widget Pro,87,2088.32,1097.38,8
2024-10-29,South,Widget Pro,79,1894.65,1154.67,9
2024-10-30,South,Widget Pro,115,2816.96,1786.51,10
2024-10-31,South,Widget Pro,110,2732.44,1576.99,11
2024-11-01,South,Widget Pro,104,2439.83,1495.41,9
2024-11-02,South,Widget Pro,118,2852.06,1636.92,13
2024-11-03,South,Widget Pro,90,2219.08,1332.94,11
2024-11-04,South,Widget Pro,89,2222.6,1243.55,10
2024-11-05,South,Widget Pro,110,2692.9,1560.58,11
2024-11-06,South,Widget Pro,95,2344.57,1225.91,11
2024-11-07,South,Widget Pro,127,2995.89,1730.94,11
2024-11-08,South,Widget Pro,106,2525.96,1511.26,6
2024-11-09,South,Widget Pro,22,538.02,321.97,12
2024-11-10,South,Widget Pro,63,1567.14,923.23,10
2024-11-11,South,Widget Pro,103,2541.01,1328.14,11
2024-11-12,South,Widget Pro,101,2411.49,1309.52,9
2024-11-13,South,Widget Pro,85,2067.72,1224.76,6
2024-11-14,South,Widget Pro,98,2509.9,1320.77,5
2024-11-15,South,Widget Pro,16,398.4,234.02,8
2024-11-16,South,Widget Pro,82,1999.2,1054.43,11
2024-11-17,South,Widget Pro,64,1519.74,891.59,13
2024-11-18,South,Widget Pro,98,2349.62,1369.65,11
2024-11-19,South,Widget Pro,95,2327.96,1361.95,8
2024-11-20,South,Widget Pro,107,2643.2,1420.77,9
2024-11-21,South,Widget Pro,106,2641.06,1338.07,13
2024-11-22,South,Widget Pro,97,2404.16,1369.63,8
2024-11-23,South,Widget Pro,77,1865.55,1106.37,14
2024-11-24,South,Widget Pro,85,2050.57,1249.94,14
2024-11-25,South,Widget Pro,125,3250.57,1718.63,15
2024-11-26,South,Widget Pro,111,2674.1,1614.27,11
2024-11-27,South,Widget Pro,136,3202.88,1950.25,10
2024-11-28,South,Widget Pro,130,3028.42,1940.34,11
2024-11-29,South,Widget Pro,139,3369.42,1940.61,12
2024-11-30,South,Widget Pro,109,2745.81,1394.01,9
2024-12-01,South,Widget Pro,113,2720.66,1576.65,8
2024-12-02,South,Widget Pro,87,2225.98,1223.39,10
2024-12-03,South,Widget Pro,121,2963.85,1737.89,9
2024-12-04,South,Widget Pro,134,3392.28,1732.23,13
2024-12-05,South,Widget Pro,139,3328.09,1915.64,9
2024-12-06,South,Widget Pro,94,2251.72,1373.12,11
2024-12-07,South,Widget Pro,98,2407.56,1364.86,13
2024-12-08,South,Widget Pro,88,2187.21,1213.17,13
2024-12-09,South,Widget Pro,152,3704.01,2330.83,11
2024-12-10,South,Widget Pro,85,2100.77,1126.33,12
2024-12-11,South,Widget Pro,96,2393.52,1426.87,9
2024-12-12,South,Widget Pro,79,1853.02,1162.48,13
2024-12-13,South,Widget Pro,113,2740.18,1564.19,14
2024-12-14,South,Widget Pro,133,3207.8,1858.94,7
2024-12-15,South,Widget Pro,88,2125.59,1229.75,15
2024-12-16,South,Widget Pro,113,2802.29,1596.39,10
2024-12-17,South,Widget Pro,123,2967.86,1670.81,13
2024-12-18,South,Widget Pro,110,2532.89,1507.03,12
2024-12-19,South,Widget Pro,120,2919.14,1650.16,11
2024-12-20,South,Widget Pro,121,2869.84,1666.62,11
2024-12-21,South,Widget Pro,78,1939.45,1075.03,10
2024-12-22,South,Widget Pro,89,2233.2,1106.4,13
2024-12-23,South,Widget Pro,130,2977.2,1828.89,11
2024-12-24,South,Widget Pro,246,5887.01,3353.17,9
2024-12-25,South,Widget Pro,144,3565.4,1827.83,10
2024-12-26,South,Widget Pro,122,2862.67,1678.11,9
2024-12-27,South,Widget Pro,123,3084.26,1689.2,11
2024-12-28,South,Widget Pro,106,2678.75,1578.62,13
2024-12-29,South,Widget Pro,83,2023.62,1130.67,11
2024-12-30,South,Widget Pro,103,2464.91,1490.15,14
2024-12-31,South,Widget Pro,114,2599.4,1706.35,12
2025-01-01,South,Widget Pro,93,2334.14,1261.11,12
2025-01-02,South,Widget Pro,126,3272.45,1759.81,13
2025-01-03,South,Widget Pro,142,3666.41,2159.83,15
2025-01-04,South,Widget Pro,83,2021.61,1175.3,10
2025-01-05,South,Widget Pro,102,2417.08,1454.69,16
2025-01-06,South,Widget Pro,106,2662.26,1453.78,15
2025-01-07,South,Widget Pro,99,2416.27,1433.61,13
2025-01-08,South,Widget Pro,172,4274.45,2403.23,15
2025-01-09,South,Widget Pro,100,2472.25,1271.75,12
2025-01-10,South,Widget Pro,95,2333.99,1306.38,14
2025-01-11,South,Widget Pro,100,2525.6,1317.18,12
2025-01-12,South,Widget Pro,101,2553.61,1421.94,15
2025-01-13,South,Widget Pro,136,3279.75,1816.72,12
2025-01-14,South,Widget Pro,174,4144.94,2494.24,13
2025-01-15,South,Widget Pro,106,2402.29,1487.32,15
2025-01-16,South,Widget Pro,36,872.84,472.55,15
2025-01-17,South,Widget Pro,163,3862.51,2225.8,12
2025-01-18,South,Widget Pro,116,2877.74,1674.39,15
2025-01-19,South,Widget Pro,113,2740.6,1672.81,12
2025-01-20,South,Widget Pro,111,2700.95,1483.88,9
2025-01-21,South,Widget Pro,151,3789.62,1998.0,12
2025-01-22,South,Widget Pro,143,3545.25,2197.29,15
2025-01-23,South,Widget Pro,128,3125.02,1791.12,14
