order_date,sales_amount,profit,quantity,product_category,city,channel
2025-11-09,616.82,186.02,12,Office Supplies,Austin,Direct
2025-07-22,946.37,107.22,4,Furniture,Chicago,Wholesale
2025-09-26,881.59,123.52,7,Office Supplies,Portland,Online
2025-09-12,1124.21,153.29,22,Electronics,Austin,Wholesale
2025-10-28,1614.22,22.85,10,Office Supplies,Portland,Direct
2025-04-16,1501.29,663.2,6,Electronics,Austin,Direct
2025-01-13,2680.02,489.43,1,Office Supplies,Seattle,Retail
2025-12-02,4500.0,1083.8,3,Software,Seattle,Direct
2025-02-12,1154.86,73.45,22,Furniture,Boston,Wholesale
2025-03-02,1762.27,422.08,14,Software,Portland,Online
2025-10-25,332.35,-15.48,3,Software,Denver,Direct
2025-10-20,1869.64,124.91,5,Furniture,Portland,Online
2025-11-03,227.57,36.31,4,Software,Austin,Online
2025-11-04,916.63,223.25,1,Software,New York,Retail
2025-05-20,761.42,178.42,10,Office Supplies,Chicago,Direct
2025-07-17,2213.07,356.46,9,Furniture,Portland,Online
2025-03-15,1368.71,480.41,1,Electronics,Chicago,Direct
2025-03-10,1307.19,612.1,11,Electronics,San Francisco,Direct
2025-05-01,1469.08,261.02,8,Furniture,Portland,Direct
2025-01-11,1070.33,182.24,8,Electronics,Portland,Wholesale
2025-08-10,655.07,29.92,10,Software,Austin,Wholesale
2025-10-02,527.33,-3.93,7,Software,San Francisco,Online
2025-04-22,1000.53,140.91,4,Furniture,Chicago,Direct
2025-04-28,2035.78,648.98,18,Software,Seattle,Retail
2025-02-27,379.97,79.01,1,Office Supplies,Portland,Online
2025-04-04,1021.85,293.26,18,Electronics,Boston,Retail
2025-05-12,1410.57,337.39,1,Software,Seattle,Direct
2025-09-09,852.68,259.77,7,Electronics,Portland,Direct
2025-10-04,3185.62,227.52,3,Electronics,Seattle,Online
2025-05-17,1349.91,144.41,5,Furniture,Boston,Wholesale
2025-10-29,121.52,-9.17,14,Office Supplies,Portland,Online
2025-12-03,1178.2,275.92,1,Office Supplies,New York,Retail
2025-09-02,1603.86,195.64,44,Electronics,Boston,Wholesale
2025-08-19,771.1,33.3,42,Furniture,Austin,Wholesale
2025-04-10,1643.9,148.34,20,Furniture,Boston,Wholesale
2025-08-16,2162.73,740.03,5,Electronics,Chicago,Direct
2025-04-28,354.98,63.9,1,Office Supplies,Denver,Online
2025-10-29,2395.2,55.52,3,Software,San Francisco,Online
2025-02-12,1883.31,218.59,26,Software,Boston,Wholesale
2025-08-18,1156.69,225.74,2,Furniture,Denver,Direct
2025-11-17,1834.11,440.59,13,Office Supplies,San Francisco,Online
2025-10-09,1242.67,137.52,10,Electronics,Boston,Direct
2025-09-15,1593.39,292.44,6,Furniture,Portland,Direct
2025-10-16,1789.69,-61.41,4,Software,Chicago,Retail
2025-11-18,1809.78,322.64,16,Furniture,Austin,Retail
2025-03-18,1511.89,219.14,28,Software,Denver,Wholesale
2025-12-01,480.6,48.97,24,Software,Seattle,Wholesale
2025-11-15,1072.44,250.82,7,Electronics,San Francisco,Online
2025-01-28,311.39,-31.05,23,Furniture,Austin,Wholesale
2025-05-26,725.42,227.71,14,Software,Portland,Online
2025-08-30,3598.7,994.4,6,Electronics,Seattle,Direct
2025-10-16,920.03,-55.9,7,Electronics,Boston,Direct
2025-07-11,4500.0,656.01,8,Electronics,Chicago,Wholesale
2025-01-14,1652.48,315.63,9,Software,Portland,Direct
2025-01-15,375.08,27.01,5,Office Supplies,Austin,Wholesale
2025-05-01,580.51,108.53,7,Furniture,Boston,Retail
2025-11-13,1014.32,126.47,7,Furniture,Portland,Online
2025-08-07,490.3,197.08,11,Software,Chicago,Direct
2025-11-25,1592.55,333.13,13,Office Supplies,Chicago,Retail
2025-01-28,2119.99,552.41,6,Office Supplies,San Francisco,Direct
2025-01-02,1577.67,552.64,7,Electronics,Boston,Direct
2025-03-29,291.89,77.14,8,Electronics,Portland,Online
2025-02-20,891.44,369.95,4,Electronics,New York,Retail
2025-04-16,653.97,156.83,7,Software,Denver,Direct
2025-11-10,187.66,-17.38,6,Software,Austin,Wholesale
2025-10-30,1133.26,62.54,20,Software,Chicago,Wholesale
2025-07-06,947.21,211.31,1,Furniture,Denver,Direct
2025-07-21,1224.08,226.31,30,Electronics,Denver,Wholesale
2025-07-01,2127.95,145.35,2,Furniture,Portland,Wholesale
2025-02-04,1757.6,440.12,3,Electronics,Portland,Online
2025-09-03,678.02,64.36,3,Software,Portland,Wholesale
2025-07-05,2639.97,283.69,16,Office Supplies,Portland,Retail
2025-09-11,1750.12,218.22,1,Furniture,Chicago,Online
2025-09-21,1482.17,202.14,44,Furniture,Seattle,Wholesale
2025-09-04,2704.88,369.03,7,Office Supplies,Seattle,Direct
2025-10-24,1023.14,55.8,12,Electronics,Denver,Online
2025-02-03,2413.07,494.62,43,Electronics,San Francisco,Wholesale
2025-04-21,765.74,240.2,9,Software,Austin,Direct
2025-01-24,993.61,271.63,1,Furniture,Chicago,Retail
2025-02-24,791.65,33.2,16,Furniture,Austin,Wholesale
2025-09-21,337.79,73.37,8,Office Supplies,New York,Direct
2025-06-11,1731.09,703.94,9,Electronics,Austin,Online
2025-04-26,1059.33,331.81,4,Electronics,Boston,Retail
2025-01-26,794.36,216.07,11,Software,Portland,Retail
2025-03-12,161.64,33.4,15,Office Supplies,Portland,Wholesale
2025-03-24,402.89,43.13,21,Furniture,Boston,Retail
2025-04-17,746.32,116.94,25,Office Supplies,San Francisco,Wholesale
2025-03-02,1288.68,448.87,1,Software,Denver,Direct
2025-10-28,4065.81,92.88,1,Electronics,Boston,Direct
2025-05-06,113.09,5.49,8,Office Supplies,Portland,Direct
2025-05-18,272.0,67.48,5,Furniture,San Francisco,Direct
2025-06-13,2827.59,523.78,1,Furniture,Seattle,Direct
2025-11-17,373.13,110.33,17,Office Supplies,Denver,Retail
2025-10-15,414.84,57.59,1,Electronics,San Francisco,Direct
2025-08-01,841.94,61.67,8,Software,Seattle,Wholesale
2025-06-25,234.83,105.55,8,Electronics,Austin,Online
2025-12-09,344.64,33.33,1,Office Supplies,Portland,Retail
2025-09-18,1239.81,294.99,15,Office Supplies,Denver,Retail
2025-01-01,687.2,68.16,8,Office Supplies,Boston,Wholesale
2025-01-23,1526.99,487.59,3,Electronics,New York,Direct
2025-08-16,2516.16,524.17,12,Electronics,Seattle,Online
2025-01-11,1029.17,410.22,13,Electronics,Austin,Retail
2025-05-28,1463.03,371.12,1,Office Supplies,Austin,Retail
2025-03-01,1552.8,271.14,4,Furniture,Portland,Online
2025-05-07,427.86,17.82,40,Furniture,Denver,Wholesale
2025-07-21,2780.33,453.1,6,Furniture,New York,Retail
2025-08-25,641.43,128.78,15,Electronics,San Francisco,Online
2025-07-03,1551.96,267.59,12,Furniture,Denver,Direct
2025-01-27,741.5,116.38,11,Furniture,Portland,Online
2025-06-10,542.67,93.51,4,Electronics,Seattle,Retail
2025-01-11,280.43,62.44,3,Software,Austin,Online
2025-11-10,552.13,118.2,8,Electronics,New York,Retail
2025-12-20,1451.84,193.79,31,Office Supplies,Portland,Wholesale
2025-05-17,4228.12,331.27,18,Office Supplies,Denver,Wholesale
2025-05-02,2817.19,476.17,37,Electronics,Boston,Wholesale
2025-04-04,1427.26,221.0,5,Software,Seattle,Online
2025-11-28,2867.45,1146.14,2,Electronics,Seattle,Online
2025-08-07,2813.64,395.57,11,Office Supplies,Seattle,Direct
2025-03-04,1004.11,237.97,12,Software,Austin,Retail
2025-05-02,116.63,34.79,4,Electronics,Denver,Online
2025-10-05,481.44,37.03,44,Office Supplies,Boston,Wholesale
2025-12-09,1063.01,181.39,5,Furniture,Boston,Online
2025-07-19,1211.39,330.41,11,Software,Austin,Retail
2025-02-26,1859.71,347.51,13,Office Supplies,San Francisco,Retail
2025-09-05,996.72,262.19,2,Furniture,Denver,Direct
2025-11-26,584.83,216.09,4,Electronics,Denver,Direct
2025-07-17,3849.09,1351.27,1,Electronics,Portland,Online
2025-10-17,1094.61,-16.6,8,Office Supplies,Denver,Online
2025-07-01,2652.54,273.74,35,Furniture,San Francisco,Wholesale
2025-05-08,482.27,120.81,4,Software,Denver,Online
2025-11-24,2019.16,193.33,3,Office Supplies,San Francisco,Retail
2025-08-22,265.87,57.59,8,Software,New York,Online
2025-11-08,2142.41,205.06,36,Electronics,Chicago,Wholesale
2025-12-18,1795.22,502.93,3,Electronics,San Francisco,Direct
2025-06-28,773.87,153.6,3,Furniture,Denver,Online
2025-08-21,607.97,29.68,15,Furniture,Chicago,Wholesale
2025-06-10,1422.82,579.97,19,Electronics,New York,Retail
2025-10-31,1865.61,33.86,7,Furniture,Boston,Wholesale
2025-11-19,1025.07,204.44,14,Software,Denver,Online
2025-11-19,1232.78,367.26,1,Office Supplies,New York,Direct
2025-06-28,552.18,177.08,4,Office Supplies,Denver,Direct
2025-02-04,622.91,212.76,5,Electronics,Denver,Direct
2025-05-26,1038.25,248.7,10,Office Supplies,Boston,Direct
2025-11-01,1682.21,282.5,14,Software,Denver,Online
2025-01-11,2322.97,432.73,33,Electronics,New York,Wholesale
2025-11-15,637.4,126.35,2,Electronics,San Francisco,Online
2025-01-26,441.0,92.41,13,Office Supplies,Portland,Retail
2025-03-19,2027.37,282.5,29,Electronics,Portland,Wholesale
2025-03-30,672.78,101.77,7,Furniture,Boston,Retail
2025-10-01,1833.71,-47.62,17,Furniture,New York,Wholesale
2025-03-10,1220.38,227.75,7,Software,Portland,Direct
2025-10-16,610.14,-18.28,3,Office Supplies,San Francisco,Online
2025-07-23,232.63,22.22,17,Software,Boston,Retail
2025-01-27,1209.62,220.99,8,Furniture,Denver,Retail
2025-08-09,986.93,283.93,10,Software,Portland,Direct
2025-11-24,307.92,60.22,26,Software,Austin,Wholesale
2025-04-25,1057.85,196.84,1,Software,Austin,Direct
2025-05-08,1104.91,55.72,2,Office Supplies,Denver,Wholesale
2025-02-25,733.3,207.05,2,Software,Chicago,Retail
2025-08-13,957.44,46.39,4,Furniture,New York,Retail
2025-01-29,1380.23,151.2,5,Furniture,Denver,Direct
2025-09-06,291.99,119.26,6,Software,Denver,Online
2025-09-20,1097.27,297.48,3,Office Supplies,Portland,Retail
2025-03-26,4500.0,500.43,31,Software,New York,Wholesale
2025-06-05,4500.0,711.0,5,Office Supplies,Boston,Retail
2025-09-09,1015.37,148.54,2,Furniture,Boston,Retail
2025-09-22,280.76,94.75,10,Furniture,Austin,Online
2025-07-04,4500.0,816.47,9,Software,Seattle,Direct
2025-02-18,533.76,15.03,26,Office Supplies,Denver,Wholesale
2025-10-16,581.03,1.95,5,Electronics,Chicago,Online
2025-06-29,561.28,183.76,1,Electronics,Austin,Direct
2025-06-28,2470.77,499.79,26,Electronics,Chicago,Wholesale
2025-06-28,1878.44,296.2,10,Office Supplies,Portland,Online
2025-04-27,668.06,14.75,14,Software,Boston,Wholesale
2025-10-10,917.14,72.09,15,Electronics,Denver,Online
2025-04-05,252.24,-12.23,7,Office Supplies,Seattle,Direct
2025-01-19,659.46,91.37,29,Electronics,Denver,Wholesale
2025-04-13,2390.16,185.28,11,Furniture,Seattle,Wholesale
2025-09-27,1908.73,564.31,2,Electronics,Denver,Retail
2025-12-22,1928.88,381.7,15,Furniture,San Francisco,Retail
2025-01-17,2349.04,964.59,11,Electronics,New York,Retail
2025-10-24,180.14,37.49,41,Furniture,Portland,Wholesale
2025-07-28,3008.4,280.41,15,Furniture,Denver,Retail
2025-05-20,378.85,37.15,4,Furniture,Chicago,Retail
2025-01-08,2857.75,388.49,13,Furniture,Seattle,Online
2025-05-21,949.72,147.41,16,Software,Boston,Retail
2025-12-28,2031.83,610.12,2,Office Supplies,New York,Direct
2025-07-10,2484.13,516.75,39,Electronics,Boston,Wholesale
2025-01-12,2069.93,212.31,1,Furniture,Seattle,Online
2025-02-20,1195.45,351.98,5,Office Supplies,Chicago,Direct
2025-03-21,1213.28,142.24,30,Software,San Francisco,Wholesale
2025-06-09,684.94,143.92,2,Furniture,New York,Online
2025-01-12,1873.76,406.47,1,Software,Chicago,Direct
2025-11-07,452.29,53.82,3,Office Supplies,Austin,Retail
2025-10-15,1837.41,66.47,9,Electronics,Boston,Retail
2025-03-08,125.01,51.75,8,Software,Boston,Direct
2025-04-23,2098.67,322.11,5,Office Supplies,San Francisco,Online
2025-03-25,1254.52,442.7,7,Software,Austin,Direct
2025-08-17,1676.67,377.24,17,Office Supplies,Portland,Retail
2025-10-28,992.46,-2.99,33,Furniture,Boston,Wholesale
2025-10-23,940.93,24.04,13,Electronics,Denver,Online
2025-07-21,4259.19,1184.75,5,Office Supplies,Seattle,Direct
2025-08-20,400.22,83.87,7,Furniture,Boston,Retail
2025-05-29,1654.7,428.19,8,Office Supplies,New York,Direct
2025-05-02,382.14,88.59,15,Software,Austin,Online
2025-06-02,1939.52,455.2,5,Office Supplies,Portland,Direct
2025-02-16,1574.71,127.05,11,Furniture,Denver,Online
2025-10-30,2366.1,127.53,8,Software,San Francisco,Online
2025-01-09,888.22,226.24,8,Software,Chicago,Online
2025-05-31,2224.4,502.07,12,Furniture,Boston,Retail
2025-12-17,2084.08,545.7,1,Software,Chicago,Direct
2025-06-01,1686.75,214.65,1,Office Supplies,Boston,Direct
2025-09-13,323.45,58.97,5,Office Supplies,Seattle,Direct
2025-05-19,204.57,-2.43,13,Software,Austin,Retail
2025-05-28,2118.25,423.19,24,Electronics,Austin,Wholesale
2025-06-13,263.27,94.67,9,Furniture,Austin,Retail
2025-01-19,1647.15,292.17,1,Office Supplies,Chicago,Direct
2025-02-11,741.3,211.82,8,Software,Portland,Direct
2025-06-22,221.8,-0.81,3,Office Supplies,San Francisco,Retail
2025-03-27,1771.17,560.5,1,Electronics,Denver,Online
2025-02-02,1010.3,72.15,1,Furniture,New York,Wholesale
2025-02-25,933.76,236.88,9,Furniture,New York,Retail
2025-08-23,239.81,45.41,7,Furniture,New York,Retail
2025-09-01,1204.78,227.56,10,Electronics,Boston,Online
2025-01-13,2044.4,568.88,8,Electronics,Portland,Direct
2025-09-29,3999.58,920.06,1,Furniture,Austin,Online
2025-12-17,906.81,188.41,11,Furniture,San Francisco,Online
2025-07-18,1593.8,144.8,36,Software,New York,Wholesale
2025-11-24,2205.22,499.43,9,Office Supplies,Seattle,Retail
2025-01-09,1152.06,143.71,14,Software,Denver,Wholesale
2025-09-29,1056.4,139.94,9,Software,Boston,Wholesale
2025-01-23,128.41,27.8,10,Electronics,Austin,Direct
2025-04-03,402.34,70.27,2,Furniture,Denver,Direct
2025-05-13,1053.12,161.24,19,Furniture,Seattle,Retail
2025-04-07,2317.48,770.98,19,Electronics,Chicago,Retail
2025-08-23,1390.11,405.0,10,Electronics,Portland,Online
2025-06-01,619.24,63.72,4,Furniture,Boston,Direct
2025-08-15,1886.21,275.52,9,Furniture,Chicago,Online
2025-07-15,548.14,99.1,33,Electronics,Seattle,Wholesale
2025-03-19,3165.2,1150.12,4,Software,Seattle,Direct
2025-09-10,2196.2,472.66,4,Office Supplies,Seattle,Online
2025-05-08,1529.14,575.05,1,Software,Chicago,Online
2025-03-19,1536.93,225.29,12,Furniture,Austin,Direct
2025-07-07,677.43,119.23,1,Furniture,Chicago,Retail
2025-12-28,898.5,41.49,42,Furniture,Portland,Wholesale
2025-09-04,620.31,50.12,9,Furniture,Boston,Online
2025-10-17,1712.96,95.78,10,Electronics,Chicago,Online
2025-01-24,1251.61,231.66,3,Office Supplies,San Francisco,Retail
2025-10-28,1702.28,85.8,8,Furniture,New York,Direct
2025-05-13,453.63,77.24,8,Office Supplies,Portland,Online
2025-07-24,617.04,66.83,2,Furniture,New York,Wholesale
2025-11-20,1852.82,134.65,1,Furniture,Denver,Wholesale
2025-09-16,356.17,110.83,18,Electronics,Seattle,Retail
2025-09-19,3032.39,962.78,11,Electronics,Seattle,Retail
2025-11-01,124.1,40.67,12,Furniture,New York,Retail
2025-09-06,819.73,61.11,8,Furniture,Austin,Online
2025-08-16,870.46,199.61,8,Office Supplies,Denver,Retail
2025-12-10,1555.53,174.4,16,Furniture,Denver,Retail
2025-04-10,820.85,267.03,6,Software,Chicago,Direct
2025-08-10,984.79,134.66,16,Software,Chicago,Wholesale
2025-06-26,1417.49,290.96,20,Office Supplies,Boston,Retail
2025-05-18,220.28,71.45,4,Office Supplies,Chicago,Wholesale
2025-10-26,1710.88,104.21,13,Software,San Francisco,Online
2025-01-25,1828.86,515.04,19,Software,Boston,Retail
2025-04-30,1464.76,314.22,1,Electronics,Chicago,Retail
2025-01-16,559.56,193.01,5,Office Supplies,Austin,Direct
2025-08-15,2462.81,138.58,20,Furniture,Seattle,Wholesale
2025-01-01,1242.79,433.74,7,Software,San Francisco,Online
2025-08-10,1526.95,504.04,1,Software,New York,Direct
2025-12-04,217.68,-41.78,7,Software,New York,Wholesale
2025-05-29,739.95,245.6,2,Software,San Francisco,Direct
2025-05-26,279.26,98.07,12,Software,Boston,Retail
2025-12-20,1049.33,328.01,5,Software,New York,Retail
2025-10-16,1945.81,-13.9,8,Electronics,Boston,Retail
2025-09-18,1152.77,365.95,13,Electronics,Chicago,Online
2025-11-29,434.87,72.06,8,Furniture,San Francisco,Online
2025-06-18,772.61,46.47,9,Office Supplies,Seattle,Wholesale
2025-07-08,2174.47,603.62,11,Office Supplies,Denver,Direct
2025-02-04,897.34,116.37,17,Furniture,Austin,Online
2025-05-31,1664.73,212.74,4,Furniture,Denver,Online
2025-01-06,2157.69,415.44,10,Software,San Francisco,Online
2025-05-29,2537.95,769.4,5,Electronics,San Francisco,Direct
2025-06-13,2516.61,487.44,19,Electronics,New York,Wholesale
2025-07-21,1157.02,90.87,18,Furniture,Boston,Wholesale
2025-04-09,489.02,85.54,24,Software,Portland,Wholesale
2025-02-03,808.77,62.07,34,Office Supplies,San Francisco,Wholesale
2025-07-28,1520.92,242.25,16,Electronics,Chicago,Wholesale
2025-11-14,1189.8,429.93,10,Electronics,Boston,Online
2025-02-05,1068.72,141.58,9,Furniture,Portland,Online
2025-06-08,1550.42,647.14,2,Electronics,Seattle,Direct
2025-10-06,1781.98,102.46,27,Software,Portland,Wholesale
2025-10-12,1824.83,22.5,8,Office Supplies,Portland,Retail
2025-12-31,295.0,17.16,10,Furniture,Austin,Online
2025-07-15,2904.4,747.29,5,Software,San Francisco,Direct
2025-07-05,251.55,90.54,7,Software,Boston,Online
2025-09-07,986.89,79.93,7,Office Supplies,Seattle,Wholesale
2025-09-02,2590.86,1049.04,10,Electronics,San Francisco,Direct
2025-04-10,2963.56,563.94,3,Furniture,Seattle,Retail
2025-05-26,684.6,291.64,12,Electronics,Portland,Online
2025-06-19,1269.44,302.98,4,Office Supplies,Chicago,Direct
2025-02-23,1712.45,487.7,9,Electronics,Portland,Online
2025-03-25,1658.94,236.98,6,Furniture,Portland,Direct
2025-08-16,1533.82,269.31,8,Furniture,New York,Direct
2025-02-27,1848.74,704.9,6,Software,Chicago,Direct
2025-11-10,1647.76,269.08,15,Furniture,San Francisco,Online
2025-07-23,3010.83,546.64,9,Software,New York,Retail
2025-10-04,2787.59,122.23,35,Electronics,Seattle,Wholesale
2025-05-30,1832.24,398.56,2,Furniture,Denver,Direct
2025-10-19,467.28,30.15,13,Software,Seattle,Retail
2025-11-27,1726.69,226.61,23,Software,Denver,Wholesale
2025-07-02,2028.64,317.88,9,Furniture,Seattle,Direct
2025-03-07,662.73,174.08,8,Electronics,Austin,Online
2025-10-25,2199.26,84.23,6,Electronics,Chicago,Online
2025-05-07,1693.45,443.12,6,Electronics,Austin,Direct
2025-12-04,1028.53,177.16,26,Electronics,New York,Wholesale
2025-10-30,811.71,-30.77,2,Office Supplies,Seattle,Online
2025-03-10,410.99,65.82,11,Furniture,Austin,Direct
2025-04-06,2045.79,345.55,4,Software,New York,Direct
2025-12-27,800.76,198.54,12,Software,New York,Retail
2025-05-05,457.21,58.0,8,Software,New York,Retail
2025-09-17,959.78,146.28,13,Software,Austin,Online
2025-11-12,1256.17,212.15,35,Software,San Francisco,Wholesale
2025-09-25,1425.32,116.47,27,Furniture,Portland,Wholesale
2025-03-30,3409.28,566.18,15,Electronics,Seattle,Retail
2025-11-06,1588.47,244.43,14,Office Supplies,Chicago,Retail
2025-01-03,1031.12,84.7,32,Software,Seattle,Wholesale
2025-03-15,1685.48,296.47,16,Electronics,Portland,Wholesale
2025-07-03,2934.96,1032.26,3,Software,Portland,Direct
2025-12-03,1779.06,390.64,10,Office Supplies,Chicago,Direct
2025-09-27,1034.24,378.72,12,Electronics,New York,Direct
2025-12-14,1419.6,115.27,2,Furniture,Chicago,Direct
2025-09-18,1492.37,208.54,10,Furniture,Seattle,Online
2025-10-04,402.64,0.09,9,Furniture,Portland,Retail
2025-08-05,1904.89,382.14,10,Software,Seattle,Online
2025-11-05,1430.78,446.58,5,Software,Seattle,Direct
2025-03-31,399.78,97.18,1,Furniture,Seattle,Direct
2025-04-20,1035.96,279.0,1,Furniture,Boston,Online
2025-02-09,492.0,112.71,4,Electronics,Austin,Online
2025-05-13,2080.49,501.47,17,Software,Boston,Retail
2025-03-15,1030.89,122.04,8,Furniture,San Francisco,Online
2025-09-01,1196.5,411.49,6,Electronics,Boston,Online
2025-06-15,2050.66,503.0,7,Software,Boston,Retail
2025-07-25,1909.27,135.04,5,Furniture,Austin,Wholesale
2025-12-06,131.64,56.6,4,Office Supplies,New York,Retail
2025-12-04,565.11,111.14,1,Software,Boston,Online
2025-09-11,318.73,51.26,14,Electronics,San Francisco,Retail
2025-06-03,842.2,242.23,4,Software,Chicago,Online
2025-11-22,1087.52,271.15,5,Software,New York,Retail
2025-09-18,2553.55,549.74,18,Electronics,Seattle,Wholesale
2025-06-20,1297.04,231.61,11,Office Supplies,San Francisco,Retail
2025-05-23,1847.73,60.46,33,Office Supplies,Denver,Wholesale
2025-04-07,756.88,95.79,7,Office Supplies,Austin,Wholesale
2025-09-13,1365.76,346.96,1,Furniture,New York,Retail
2025-04-14,640.08,129.86,3,Office Supplies,Austin,Retail
2025-03-24,2762.73,486.15,20,Software,Seattle,Wholesale
2025-07-20,1370.8,341.57,18,Office Supplies,Boston,Retail
2025-01-27,342.04,73.34,34,Software,Boston,Wholesale
2025-01-04,1298.63,369.35,1,Electronics,Seattle,Retail
2025-07-21,2316.64,550.41,3,Electronics,Denver,Direct
2025-02-23,2067.53,473.06,1,Software,Boston,Direct
2025-06-19,932.48,330.82,13,Software,Denver,Retail
2025-06-30,1750.31,266.43,3,Furniture,New York,Retail
2025-04-21,405.46,150.18,2,Software,Boston,Retail
2025-03-28,445.61,142.07,7,Electronics,Seattle,Online
2025-01-07,1373.94,82.31,26,Furniture,Boston,Wholesale
2025-04-14,1424.18,287.11,7,Furniture,Austin,Retail
2025-08-09,1405.01,339.08,9,Software,Portland,Online
2025-08-16,2288.25,466.15,7,Office Supplies,San Francisco,Direct
2025-12-07,1368.28,469.66,3,Software,Denver,Online
2025-11-16,1671.86,442.4,6,Electronics,Austin,Retail
2025-06-19,826.69,183.16,9,Software,Denver,Online
2025-10-19,1449.24,-56.11,5,Furniture,Chicago,Wholesale
2025-11-23,1040.26,201.38,44,Electronics,Boston,Wholesale
2025-08-18,885.89,203.67,1,Office Supplies,Denver,Direct
2025-09-08,1812.43,540.68,7,Electronics,Seattle,Retail
2025-02-21,380.96,93.85,12,Office Supplies,San Francisco,Online
2025-06-22,1038.22,90.18,12,Office Supplies,New York,Wholesale
2025-08-23,1662.33,361.86,11,Electronics,New York,Online
2025-12-01,1563.74,217.14,5,Software,Denver,Retail
2025-11-01,862.16,139.43,4,Office Supplies,Portland,Online
2025-11-06,1964.01,370.54,11,Furniture,Chicago,Online
2025-03-26,426.12,70.55,12,Office Supplies,Austin,Online
2025-09-14,1957.4,401.91,10,Office Supplies,Portland,Direct
2025-07-25,2728.68,294.07,27,Furniture,Chicago,Wholesale
2025-09-19,923.93,193.47,2,Software,San Francisco,Retail
2025-07-20,1802.71,316.01,8,Office Supplies,New York,Direct
2025-11-01,1542.64,304.96,7,Electronics,Chicago,Online
2025-06-02,1405.92,46.3,6,Furniture,San Francisco,Wholesale
2025-11-09,1335.76,250.12,12,Furniture,San Francisco,Retail
2025-05-23,2497.44,307.54,1,Office Supplies,Seattle,Retail
2025-04-19,1226.03,101.6,23,Furniture,Chicago,Wholesale
2025-01-28,1623.06,170.19,1,Furniture,Portland,Direct
2025-06-17,602.34,109.66,6,Office Supplies,Austin,Retail
2025-01-03,2209.17,177.86,25,Office Supplies,San Francisco,Wholesale
2025-12-09,135.01,-27.78,18,Electronics,Chicago,Wholesale
2025-04-17,1244.6,309.86,5,Office Supplies,Chicago,Online
2025-09-18,3144.03,1006.32,8,Software,Seattle,Direct
2025-06-26,438.21,55.55,12,Software,Portland,Retail
2025-09-09,2441.2,444.31,13,Furniture,Seattle,Online
2025-08-20,1350.88,439.54,13,Electronics,Denver,Retail
2025-12-08,1762.08,200.93,8,Office Supplies,New York,Online
2025-04-21,1393.04,174.69,9,Office Supplies,New York,Retail
2025-02-17,2126.72,336.19,7,Software,San Francisco,Online
2025-01-23,592.25,51.78,36,Furniture,Portland,Wholesale
2025-10-15,889.29,-1.63,8,Software,Portland,Wholesale
2025-06-02,1810.01,273.38,3,Furniture,Portland,Retail
2025-07-28,2392.15,416.03,9,Furniture,Boston,Retail
2025-04-18,1688.05,115.1,15,Furniture,New York,Retail
2025-05-21,972.71,188.66,9,Software,Austin,Online
2025-09-15,1004.45,231.13,8,Furniture,Austin,Online
2025-04-12,359.08,74.32,4,Electronics,San Francisco,Direct
2025-03-11,2028.26,615.27,5,Electronics,Chicago,Retail
2025-11-08,1235.27,225.05,1,Furniture,New York,Online
2025-01-17,1415.2,373.9,12,Software,Chicago,Online
2025-12-25,2471.17,888.63,8,Electronics,Boston,Direct
2025-03-08,709.99,156.54,1,Furniture,Denver,Retail
2025-08-15,559.61,-32.46,26,Software,San Francisco,Wholesale
2025-07-16,1789.55,587.89,7,Software,New York,Direct
2025-08-23,1547.37,279.28,7,Furniture,Boston,Direct
2025-07-01,1768.95,552.92,11,Electronics,Boston,Direct
2025-03-31,852.04,191.39,13,Furniture,New York,Online
2025-07-09,1303.83,421.73,19,Software,Boston,Retail
2025-07-30,3928.96,390.18,24,Office Supplies,Chicago,Wholesale
2025-05-13,1589.94,250.65,1,Furniture,New York,Direct
2025-07-13,3004.4,890.59,11,Electronics,Seattle,Direct
2025-05-19,709.86,79.17,2,Office Supplies,Portland,Direct
2025-12-22,322.71,17.32,13,Furniture,Seattle,Online
2025-02-10,1008.53,199.34,15,Electronics,San Francisco,Wholesale
2025-07-02,3909.28,876.42,9,Electronics,New York,Retail
2025-05-10,820.55,139.87,17,Office Supplies,Boston,Wholesale
2025-10-23,1574.31,-55.71,5,Office Supplies,Denver,Online
2025-10-24,463.86,39.23,24,Electronics,Seattle,Wholesale
2025-10-06,1892.39,-139.67,10,Software,New York,Online
2025-02-14,336.31,80.81,7,Software,Boston,Online
2025-10-30,1497.89,102.34,5,Electronics,Denver,Retail
2025-07-26,3587.1,188.55,14,Furniture,New York,Wholesale
2025-11-17,1812.33,525.55,2,Software,Boston,Direct
2025-08-30,1859.71,233.34,32,Office Supplies,Chicago,Wholesale
2025-12-17,1532.57,259.26,4,Electronics,Austin,Wholesale
2025-02-18,1354.56,108.11,19,Office Supplies,Portland,Wholesale
2025-05-29,1686.7,244.57,1,Furniture,New York,Online
2025-05-11,150.07,1.22,13,Software,San Francisco,Wholesale
2025-05-06,1154.35,121.03,13,Electronics,Boston,Wholesale
2025-02-21,409.64,12.72,1,Furniture,New York,Direct
2025-05-06,571.43,61.94,40,Software,Portland,Wholesale
2025-01-06,1376.56,98.67,31,Office Supplies,Denver,Wholesale
2025-02-28,1533.54,323.16,10,Furniture,Portland,Direct
2025-05-16,1199.76,267.45,13,Furniture,Boston,Retail
